"","Plate","Day","Day_number_by_exp","Exp_day_after","Number","Day_number","Date.x","Year","Dark_condition","Time","Strain","Video_1","OBS","USE","Time_dry","Num_Adults","Num_other","Microliters_counting","Treatment","Height_base","Height","Angle_length","Length","Width","Pillar_height","Pillar_angle","Pillar_length","Pillar_width","Sociality","Procedence","Conc","Conc_T","Timehms","Time_minutes","Filming_number","count_all","count","Corrected_length","Corrected_height","Pillar_angle_absolute","Angle_length_absolute","Zero_time_minutes","First_base","Time_Span_from_first","Time_Span_from_zero","Time_Span","Tw_height_Span","Tw_length_Span","Corrected_height_Span","Corrected_length_Span","growth_length","growth_height","growth_corrected_length","growth_corrected_height","Length_nobase","Height_nobase","Tw_area","Tw_area_corrected","Num_Adults_1mu","Num_Other_1mu","Prop_A_others","Mean_height","Median_height"
"93","2",4,21,"E",564,21,"09. May",2023,"Y",13:05:00,"N2","MVI_5975",NA,"Y","12:50",NA,NA,5,"1.D1A",0.289,2.814,-7.825,2.812,0.856,3.434,-11.526,3.473,0.124,"2Non_social","2Lab","4 _ 2","1.D1A _ N2",13H 5M 0S,785,1,3,3,0.809674632882234,0.819452533488643,11.526,7.825,785,0.289,0,0,0,0,0,0,0,0,0,0,0,2.523,2.525,2.407072,0.693081485747193,NA,NA,NA,3.53333333333333,3.607
"94","26",4,33,"E",576,33,"09. May",2023,"Y",13:05:00,"CB","MVI_5987",NA,"Y","12:50",NA,NA,5,"1.D1A",0.354,2.631,4.035,2.605,0.71,4.246,7.436,4.302,0.213,"1Social","1Wild","4 _ 26","1.D1A _ CB",13H 5M 0S,785,1,3,3,0.605532310553231,0.619642016015073,7.436,4.035,785,0.354,0,0,0,0,0,0,0,0,0,0,0,2.251,2.277,1.84955,0.429927940492794,NA,NA,NA,2.93133333333333,2.846
"95","27",4,38,"E",581,38,"09. May",2023,"Y",13:05:00,"CB","MVI_5992",NA,"Y","12:50",NA,NA,5,"1.D1A",0.31,3.145,3.586,3.126,0.94,4.227,1.587,4.248,0.138,"1Social","1Wild","4 _ 27","1.D1A _ CB",13H 5M 0S,785,1,3,3,0.735875706214689,0.744026496333097,1.587,3.586,785,0.31,0,0,0,0,0,0,0,0,0,0,0,2.816,2.835,2.93844,0.691723163841808,NA,NA,NA,3.17666666666667,3.126
"96","3",4,10,"E",553,10,"09. May",2023,"Y",13:05:00,"N2","MVI_5963",NA,"Y","12:50",NA,NA,5,"1.D1A",0.334,2.7,3.453,2.705,0.706,3.446,3.889,3.411,0.126,"2Non_social","2Lab","4 _ 3","1.D1A _ N2",13H 5M 0S,785,1,3,3,0.793022574025213,0.783517121300058,3.889,3.453,785,0.334,0,0,0,0,0,0,0,0,0,0,0,2.371,2.366,1.90973,0.5598739372618,NA,NA,NA,3.10033333333333,3.166
"97","33",4,28,"E",571,28,"09. May",2023,"Y",13:05:00,"CB","MVI_5982",NA,"Y","12:50",NA,NA,5,"1.D1A",0.546,4.261,2.44,4.305,0.723,6.219,0.723,6.214,0.2,"1Social","1Wild","4 _ 33","1.D1A _ CB",13H 5M 0S,785,1,3,3,0.692790473125201,0.685158385592539,0.723,2.44,785,0.546,0,0,0,0,0,0,0,0,0,0,0,3.759,3.715,3.112515,0.50088751206952,NA,NA,NA,4.452,4.305
"98","38",4,42,"E",585,42,"09. May",2023,"Y",13:05:00,"N2","MVI_5996",NA,"Y","12:50",NA,NA,5,"1.D1A",0.228,1.76,-4.797,1.753,0.243,3.058,-4.41,3.059,0.129,"2Non_social","2Lab","4 _ 38","1.D1A _ N2",13H 5M 0S,785,1,3,3,0.573063092513893,0.575539568345324,4.41,4.797,785,0.228,0,0,0,0,0,0,0,0,0,0,0,1.525,1.532,0.425979,0.139254331480876,NA,NA,NA,2.81866666666667,3.027
"99","4",4,2,"E",545,2,"09. May",2023,"Y",13:05:00,"N2","MVI_5955",NA,"Y","12:50",NA,NA,5,"1.D1A",0.293,3.271,-14.138,3.352,0.858,3.368,-9.807,3.43,0.135,"2Non_social","2Lab","4 _ 4","1.D1A _ N2",13H 5M 0S,785,1,3,3,0.977259475218659,0.971199524940618,9.807,14.138,785,0.293,0,0,0,0,0,0,0,0,0,0,0,3.059,2.978,2.876016,0.838488629737609,NA,NA,NA,3.34033333333333,3.352
"100","41",4,31,"E",574,31,"09. May",2023,"Y",13:05:00,"CB","MVI_5985",NA,"Y","12:50",NA,NA,5,"1.D1A",0.428,3.047,-16.385,3.061,0.878,4.074,-8.477,4.122,0.181,"1Social","1Wild","4 _ 41","1.D1A _ CB",13H 5M 0S,785,1,3,3,0.742600679281902,0.747913598429062,8.477,16.385,785,0.428,0,0,0,0,0,0,0,0,0,0,0,2.633,2.619,2.687558,0.65200339640951,NA,NA,NA,3.435,3.186
"101","42",4,5,"E",548,5,"09. May",2023,"Y",13:05:00,"N2","MVI_5958",NA,"Y","12:50",NA,NA,5,"1.D1A",0.342,2.464,5.953,2.396,0.676,3.109,-3.881,3.128,0.161,"2Non_social","2Lab","4 _ 42","1.D1A _ N2",13H 5M 0S,785,1,3,3,0.765984654731458,0.792537793502734,3.881,5.953,785,0.342,0,0,0,0,0,0,0,0,0,0,0,2.054,2.122,1.619696,0.517805626598465,NA,NA,NA,3.03,2.949
"102","47",4,20,"E",563,20,"09. May",2023,"Y",13:05:00,"N2","MVI_5974",NA,"Y","12:50",NA,NA,5,"1.D1A",0.33,3.141,-1.263,3.141,0.684,5.007,-2.026,4.99,0.185,"2Non_social","2Lab","4 _ 47","1.D1A _ N2",13H 5M 0S,785,1,3,3,0.629458917835671,0.627321749550629,2.026,1.263,785,0.33,0,0,0,0,0,0,0,0,0,0,0,2.811,2.811,2.148444,0.430549899799599,NA,NA,NA,3.79733333333333,3.977
"103","5",4,27,"E",570,27,"09. May",2023,"Y",13:05:00,"CB","MVI_5981",NA,"Y","12:50",NA,NA,5,"1.D1A",0.546,4.163,-1.53,4.119,0.992,3.348,-1.476,3.349,0.173,"1Social","1Wild","4 _ 5","1.D1A _ CB",13H 5M 0S,785,1,3,3,1.22991937891908,1.24342891278375,1.476,1.53,785,0.546,0,0,0,0,0,0,0,0,0,0,0,3.573,3.617,4.086048,1.22008002388773,NA,NA,NA,3.97433333333333,4.119
"104","50",4,3,"E",546,3,"09. May",2023,"Y",13:05:00,"N2","MVI_5956",NA,"Y","12:50",NA,NA,5,"1.D1A",0.297,3.132,7.061,3.148,0.933,4.473,-4.526,4.472,0.185,"2Non_social","2Lab","4 _ 50","1.D1A _ N2",13H 5M 0S,785,1,3,3,0.703935599284436,0.700201207243461,4.526,7.061,785,0.297,0,0,0,0,0,0,0,0,0,0,0,2.851,2.835,2.937084,0.656771914132379,NA,NA,NA,3.67133333333333,3.9
"105","55",4,34,"E",577,34,"09. May",2023,"Y",13:05:00,"CB","MVI_5988",NA,"Y","12:50",NA,NA,5,"1.D1A",0.371,2.183,16.447,2.302,0.753,2.439,10.962,2.536,0.149,"1Social","1Wild","4 _ 55","1.D1A _ CB",13H 5M 0S,785,1,3,3,0.907728706624606,0.895038950389504,10.962,16.447,785,0.371,0,0,0,0,0,0,0,0,0,0,0,1.931,1.812,1.733406,0.683519716088328,NA,NA,NA,3.41566666666667,3.972
"106","56",4,39,"E",582,39,"09. May",2023,"Y",13:05:00,"CB","MVI_5993",NA,"Y","12:50",NA,NA,5,"1.D1A",0.395,2.986,-3.302,2.97,0.686,3.474,-4.903,3.486,0.098,"1Social","1Wild","4 _ 56","1.D1A _ CB",13H 5M 0S,785,1,3,3,0.85197934595525,0.859527921704088,4.903,3.302,785,0.395,0,0,0,0,0,0,0,0,0,0,0,2.575,2.591,2.03742,0.584457831325301,NA,NA,NA,3.49233333333333,3.662
"107","58",4,19,"E",562,19,"09. May",2023,"Y",13:05:00,"N2","MVI_5973",NA,"Y","12:50",NA,NA,5,"1.D1A",0.371,2.065,-7.69,2.1,0.582,2.615,-10.933,2.687,0.131,"2Non_social","2Lab","4 _ 58","1.D1A _ N2",13H 5M 0S,785,1,3,3,0.781540751767771,0.789674952198853,10.933,7.69,785,0.371,0,0,0,0,0,0,0,0,0,0,0,1.729,1.694,1.2222,0.454856717528843,NA,NA,NA,2.83833333333333,3.112
"108","6",4,43,"E",586,43,"09. May",2023,"Y",13:05:00,"CB","MVI_5997",NA,"Y","12:50",7.333333333,NA,5,"3.MIX",0.294,1.679,-7.747,1.722,0.258,4.569,-9.077,4.597,0.146,"1Social","1Wild","4 _ 6","3.MIX _ CB",13H 5M 0S,785,1,3,3,0.374592125299108,0.367476471875684,9.077,7.747,785,0.294,0,0,0,0,0,0,0,0,0,0,0,1.428,1.385,0.444276,0.0966447683271699,1.4666666666,NA,NA,2.215,1.805
"109","62",4,29,"E",572,29,"09. May",2023,"Y",13:05:00,"CB","MVI_5983",NA,"Y","12:50",NA,NA,5,"1.D1A",0.33,2.171,13.712,2.268,0.653,2.094,1.927,2.099,0.098,"1Social","1Wild","4 _ 62","1.D1A _ CB",13H 5M 0S,785,1,3,3,1.08051453072892,1.03677172874881,1.927,13.712,785,0.33,0,0,0,0,0,0,0,0,0,0,0,1.938,1.841,1.481004,0.705575988565984,NA,NA,NA,3.05966666666667,3.389
"110","65",4,7,"E",550,7,"09. May",2023,"Y",13:05:00,"N2","MVI_5960",NA,"Y","12:50",NA,NA,5,"1.D1A",0.35,2.717,0.946,2.713,0.807,2.965,4.228,3.031,0.126,"2Non_social","2Lab","4 _ 65","1.D1A _ N2",13H 5M 0S,785,1,3,3,0.895084130649951,0.916357504215852,4.228,0.946,785,0.35,0,0,0,0,0,0,0,0,0,0,0,2.363,2.367,2.189391,0.72233289343451,NA,NA,NA,3.291,3.378
"111","67",4,35,"E",578,35,"09. May",2023,"Y",13:05:00,"CB","MVI_5989",NA,"Y","12:50",NA,NA,5,"1.D1A",0.44,2.293,6.116,2.294,0.708,2.788,1.6,2.808,0.141,"1Social","1Wild","4 _ 67","1.D1A _ CB",13H 5M 0S,785,1,3,3,0.816951566951567,0.82245337159254,1.6,6.116,785,0.44,0,0,0,0,0,0,0,0,0,0,0,1.854,1.853,1.624152,0.578401709401709,NA,NA,NA,3.247,3.708
"112","70",4,30,"E",573,30,"09. May",2023,"Y",13:05:00,"CB","MVI_5984",NA,"Y","12:50",NA,NA,5,"1.D1A",0.375,2.957,-6.279,2.942,0.687,3.031,-2.993,3.003,0.154,"1Social","1Wild","4 _ 70","1.D1A _ CB",13H 5M 0S,785,1,3,3,0.97968697968698,0.975585615308479,2.993,6.279,785,0.375,0,0,0,0,0,0,0,0,0,0,0,2.567,2.582,2.021154,0.673044955044955,NA,NA,NA,3.24233333333333,3.133
"113","76",4,36,"E",579,36,"09. May",2023,"Y",13:05:00,"CB","MVI_5990",NA,"Y","12:50",NA,NA,5,"1.D1A",0.346,2.651,0.352,2.652,0.654,3.274,-1.033,3.262,0.11,"1Social","1Wild","4 _ 76","1.D1A _ CB",13H 5M 0S,785,1,3,3,0.812998160637646,0.809712889431888,1.033,0.352,785,0.346,0,0,0,0,0,0,0,0,0,0,0,2.306,2.305,1.734408,0.53170079705702,NA,NA,NA,3.283,3.115
"114","77",4,32,"E",575,32,"09. May",2023,"Y",13:05:00,"CB","MVI_5986",NA,"Y","12:50",NA,NA,5,"1.D1A",0.412,3.205,-3.54,3.167,0.66,2.145,2.508,2.15,0.11,"1Social","1Wild","4 _ 77","1.D1A _ CB",13H 5M 0S,785,1,3,3,1.47302325581395,1.49417249417249,2.508,3.54,785,0.412,0,0,0,0,0,0,0,0,0,0,0,2.755,2.793,2.09022,0.972195348837209,NA,NA,NA,3.30433333333333,3.207
"115","78",4,37,"E",580,37,"09. May",2023,"Y",13:05:00,"CB","MVI_5991",NA,"Y","12:50",NA,NA,5,"1.D1A",0.539,3.083,-18.132,3.167,0.783,2.835,-14.877,2.917,0.122,"1Social","1Wild","4 _ 78","1.D1A _ CB",13H 5M 0S,785,1,3,3,1.08570449091532,1.08747795414462,14.877,18.132,785,0.539,0,0,0,0,0,0,0,0,0,0,0,2.628,2.544,2.479761,0.850106616386699,NA,NA,NA,3.64533333333333,3.547
"116","10",5,4,"E",799,4,"10. May",2023,"Y",12:40:00,"CB","MVI_6219",NA,"Y","12:20",4.666666667,65.66666667,5,"3.MIX",0.381,2.664,3.628,2.635,0.575,5.593,2.386,5.598,0.167,"1Social","1Wild","5 _ 10","3.MIX _ CB",12H 40M 0S,760,1,5,5,0.470703822793855,0.476309672805292,2.386,3.628,760,0.381,0,0,0,0,0,0,0,0,0,0,0,2.254,2.283,1.515125,0.270654698106467,0.9333333334,13.133333334,0.0663507109017542,2.95566666666667,3.038
"117","11",5,26,"E",821,26,"10. May",2023,"Y",13:55:00,"N2","MVI_6242",NA,"Y","12:20",2.333333333,23.66666667,5,"3.MIX",0.491,0.786,1.364,0.801,0.21,4.228,3.142,4.251,0.167,"2Non_social","2Lab","5 _ 11","3.MIX _ N2",13H 55M 0S,835,1,4,4,0.188426252646436,0.185903500473037,3.142,1.364,760,0.491,0,75,0,0,0,0,0,0,0,0,0,0.31,0.295,0.16821,0.0395695130557516,0.4666666666,4.733333334,0.0897435897204142,2.275,2.917
"118","12",5,5,"E",800,5,"10. May",2023,"Y",12:40:00,"CB","MVI_6220",NA,"Y","12:20",60,NA,5,"2.DAU",0.343,0.948,-7.503,0.985,0.191,4.544,-8.887,4.633,0.186,"1Social","1Wild","5 _ 12","2.DAU _ CB",12H 40M 0S,760,1,5,5,0.212605223397367,0.20862676056338,8.887,7.503,760,0.343,0,0,0,0,0,0,0,0,0,0,0,0.642,0.605,0.188135,0.040607597668897,12,NA,NA,1.506,1.382
"119","16",5,6,"E",801,6,"10. May",2023,"Y",12:40:00,"N2","MVI_6221",NA,"Y","12:20",2.333333333,23.66666667,5,"3.MIX",0.372,1.644,-6.394,1.669,0.377,6.109,-10.168,6.223,0.267,"2Non_social","2Lab","5 _ 16","3.MIX _ N2",12H 40M 0S,760,1,5,5,0.268198618029889,0.269111147487314,10.168,6.394,760,0.372,0,0,0,0,0,0,0,0,0,0,0,1.297,1.272,0.629213,0.101110878997268,0.4666666666,4.733333334,0.0897435897204142,2.60866666666667,2.921
"120","2",5,1,"E",796,1,"10. May",2023,"Y",12:40:00,"CB","MVI_6216",NA,"Y","12:20",4.666666667,65.66666667,5,"3.MIX",0.286,2.954,-0.186,2.935,0.429,4.012,-1.901,4.014,0.151,"1Social","1Wild","5 _ 2","3.MIX _ CB",12H 40M 0S,760,1,5,5,0.731190832087693,0.73629112662014,1.901,0.186,760,0.286,0,0,0,0,0,0,0,0,0,0,0,2.649,2.668,1.259115,0.31368086696562,0.9333333334,13.133333334,0.0663507109017542,3.19866666666667,3.302
"121","20",5,30,"E",825,30,"10. May",2023,"Y",13:55:00,"N2","MVI_6246",NA,"Y","12:20",52,NA,5,"2.DAU",0.496,0.943,-6.054,0.949,0.21,4.777,-8.02,4.892,0.2,"2Non_social","2Lab","5 _ 20","2.DAU _ N2",13H 55M 0S,835,1,4,4,0.193990188062142,0.197404228595353,8.02,6.054,760,0.496,0,75,0,0,0,0,0,0,0,0,0,0.453,0.447,0.19929,0.0407379394930499,10.4,NA,NA,1.068,1.109
"122","21",5,7,"E",802,7,"10. May",2023,"Y",12:40:00,"CB","MVI_6222",NA,"Y","12:20",4.666666667,65.66666667,5,"3.MIX",0.229,1.887,-0.145,1.887,0.349,3.745,-7.377,3.76,0.216,"1Social","1Wild","5 _ 21","3.MIX _ CB",12H 40M 0S,760,1,5,5,0.50186170212766,0.503871829105474,7.377,0.145,760,0.229,0,0,0,0,0,0,0,0,0,0,0,1.658,1.658,0.658563,0.175149734042553,0.9333333334,13.133333334,0.0663507109017542,2.22,2.277
"123","22",5,8,"E",803,8,"10. May",2023,"Y",12:40:00,"CB","MVI_6224",NA,"Y","12:20",4.666666667,65.66666667,5,"3.MIX",0.286,2.192,-12.804,2.257,0.681,3.379,-19.026,3.574,0.121,"1Social","1Wild","5 _ 22","3.MIX _ CB",12H 40M 0S,760,1,5,5,0.631505316172356,0.648712636874815,19.026,12.804,760,0.286,0,0,0,0,0,0,0,0,0,0,0,1.971,1.906,1.537017,0.430055120313374,0.9333333334,13.133333334,0.0663507109017542,2.30966666666667,2.257
"124","24",5,9,"E",804,9,"10. May",2023,"Y",12:40:00,"N2","MVI_6225",NA,"Y","12:20",2.333333333,23.66666667,5,"3.MIX",0.167,0.764,5.389,0.761,0.193,3.645,7.509,3.694,0.183,"2Non_social","2Lab","5 _ 24","3.MIX _ N2",12H 40M 0S,760,1,5,5,0.206009745533297,0.20960219478738,7.509,5.389,760,0.167,0,0,0,0,0,0,0,0,0,0,0,0.594,0.597,0.146873,0.0397598808879264,0.4666666666,4.733333334,0.0897435897204142,1.76133333333333,1.854
"125","29",5,11,"E",806,11,"10. May",2023,"Y",12:40:00,"N2","MVI_6227",NA,"Y","12:20",2.333333333,23.66666667,5,"3.MIX",0.314,1.048,-6.023,1.044,0.226,3.33,-9.648,3.377,0.17,"2Non_social","2Lab","5 _ 29","3.MIX _ N2",12H 40M 0S,760,1,5,5,0.309150133254368,0.314714714714715,9.648,6.023,760,0.314,0,0,0,0,0,0,0,0,0,0,0,0.73,0.734,0.235944,0.0698679301154871,0.4666666666,4.733333334,0.0897435897204142,1.69833333333333,1.935
"126","32",5,37,"E",832,37,"10. May",2023,"Y",13:55:00,"CB","MVI_6253",NA,"Y","12:20",60,NA,5,"2.DAU",0.381,0.767,-0.352,0.777,0.167,3.962,-4.307,3.99,0.184,"1Social","1Wild","5 _ 32","2.DAU _ CB",13H 55M 0S,835,1,4,4,0.194736842105263,0.193589096415952,4.307,0.352,760,0.381,0,75,0,0,0,0,0,0,0,0,0,0.396,0.386,0.129759,0.032521052631579,12,NA,NA,0.928333333333333,0.777
"127","35",5,12,"E",807,12,"10. May",2023,"Y",12:40:00,"CB","MVI_6228",NA,"Y","12:20",4.666666667,65.66666667,5,"3.MIX",0.238,2.964,-2.231,2.937,0.393,4.977,-5.109,5.047,0.183,"1Social","1Wild","5 _ 35","3.MIX _ CB",12H 40M 0S,760,1,5,5,0.58192985932237,0.595539481615431,5.109,2.231,760,0.238,0,0,0,0,0,0,0,0,0,0,0,2.699,2.726,1.154241,0.228698434713691,0.9333333334,13.133333334,0.0663507109017542,2.72233333333333,2.812
"128","37",5,13,"E",808,13,"10. May",2023,"Y",12:40:00,"CB","MVI_6229",NA,"Y","12:20",60,NA,5,"2.DAU",0.586,0.667,-1.032,0.529,0.125,3.346,-3.417,3.352,0.15,"1Social","1Wild","5 _ 37","2.DAU _ CB",12H 40M 0S,760,1,5,5,0.157816229116945,0.199342498505678,3.417,1.032,760,0.586,0,0,0,0,0,0,0,0,0,0,0,-0.0569999999999999,0.0810000000000001,0.066125,0.0197270286396181,12,NA,NA,1.16,1.101
"129","38",5,14,"E",809,14,"10. May",2023,"Y",12:40:00,"N2","MVI_6230",NA,"Y","12:20",2.333333333,23.66666667,5,"3.MIX",0.505,1.739,-3.145,1.737,0.431,5.643,-3.376,5.653,0.233,"2Non_social","2Lab","5 _ 38","3.MIX _ N2",12H 40M 0S,760,1,4,4,0.307270475853529,0.308169413432571,3.376,3.145,760,0.505,0,0,0,0,0,0,0,0,0,0,0,1.232,1.234,0.748647,0.132433575092871,0.4666666666,4.733333334,0.0897435897204142,2.82166666666667,3.355
"130","44",5,43,"E",838,43,"10. May",2023,"Y",13:55:00,"CB","MVI_6259",NA,"Y","12:20",60,NA,5,"2.DAU",0.534,2.506,-3.576,2.521,0.215,3.729,-4.321,3.756,0.183,"1Social","1Wild","5 _ 44","2.DAU _ CB",13H 55M 0S,835,1,4,4,0.671192758253461,0.672030034861893,4.321,3.576,760,0.534,0,75,0,0,0,0,0,0,0,0,0,1.987,1.972,0.542015,0.144306443024494,12,NA,NA,2.26833333333333,2.396
"131","45",5,17,"E",812,17,"10. May",2023,"Y",12:40:00,"CB","MVI_6233",NA,"Y","12:20",4.666666667,65.66666667,5,"3.MIX",0.195,1.582,-4.359,1.567,0.206,3.646,-8.313,3.684,0.15,"1Social","1Wild","5 _ 45","3.MIX _ CB",12H 40M 0S,760,1,5,5,0.425352877307275,0.433900164563906,8.313,4.359,760,0.195,0,0,0,0,0,0,0,0,0,0,0,1.372,1.387,0.322802,0.0876226927252986,0.9333333334,13.133333334,0.0663507109017542,2.34166666666667,2.578
"132","6",5,51,"E",846,51,"10. May",2023,"Y",15:17:00,"N2","MVI_6267",NA,"Y","12:20",2.333333333,23.66666667,5,"3.MIX",0.334,2.335,-4.148,2.174,0.496,2.447,-6.17,2.478,0.117,"2Non_social","2Lab","5 _ 6","3.MIX _ N2",15H 17M 0S,917,1,3,3,0.877320419693301,0.954229668982427,6.17,4.148,760,0.334,0,157,0,0,0,0,0,0,0,0,0,1.84,2.001,1.078304,0.435150928167877,0.4666666666,4.733333334,0.0897435897204142,2.07,2.174
"133","8",5,23,"E",818,23,"10. May",2023,"Y",13:55:00,"CB","MVI_6239",NA,"Y","12:20",60,NA,5,"2.DAU",0.381,1.01,1.071,1.02,0.201,3.096,-0.311,3.063,0.117,"1Social","1Wild","5 _ 8","2.DAU _ CB",13H 55M 0S,835,1,4,4,0.333006856023506,0.326227390180879,0.311,1.071,760,0.381,0,75,0,0,0,0,0,0,0,0,0,0.639,0.629,0.20502,0.0669343780607248,12,NA,NA,0.875333333333333,0.877
"134","9",5,3,"E",798,3,"10. May",2023,"Y",12:40:00,"CB","MVI_6218",NA,"Y","12:20",4.666666667,65.66666667,5,"3.MIX",0.262,2.606,5.829,2.534,0.381,4.195,6.068,4.252,0.2,"1Social","1Wild","5 _ 9","3.MIX _ CB",12H 40M 0S,760,1,5,5,0.595954844778928,0.621215733015495,6.068,5.829,760,0.262,0,0,0,0,0,0,0,0,0,0,0,2.272,2.344,0.965454,0.227058795860771,0.9333333334,13.133333334,0.0663507109017542,2.71433333333333,2.534
"135","15",6,12,"E",981,12,"12. May",2023,"Y",12:37:00,"CB","MVI_6423",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.33,3.179,-5.767,3.18,0.636,2.46,-4.85,2.499,0.091,"1Social","1Wild","6 _ 15","1.D1A _ CB",12H 37M 0S,757,1,4,4,1.27250900360144,1.29227642276423,4.85,5.767,757,0.33,0,0,0,0,0,0,0,0,0,0,0,2.85,2.849,2.02248,0.809315726290516,NA,NA,NA,2.32266666666667,2.51
"136","19",6,15,"E",984,15,"12. May",2023,"Y",12:37:00,"CB","MVI_6426",NA,"Y","12:25",1,21.66666667,5,"3.MIX",0.251,1.419,3.002,1.4,0.278,3.471,-2.726,3.49,0.137,"1Social","1Wild","6 _ 19","3.MIX _ CB",12H 37M 0S,757,1,4,4,0.401146131805158,0.408815903197926,2.726,3.002,757,0.251,0,0,0,0,0,0,0,0,0,0,0,1.149,1.168,0.3892,0.111518624641834,0.2,4.333333334,0.0441176470523356,2.308,2.457
"137","2",6,2,"E",971,2,"12. May",2023,"Y",12:37:00,"N2","MVI_6413",NA,"Y","12:25",7,48.33333333,5,"3.MIX",0.194,1.525,3.259,1.474,0.353,2.188,-3.158,2.191,0.107,"2Non_social","2Lab","6 _ 2","3.MIX _ N2",12H 37M 0S,757,1,4,4,0.672752167959836,0.696983546617916,3.158,3.259,757,0.194,0,0,0,0,0,0,0,0,0,0,0,1.28,1.331,0.520322,0.237481515289822,1.4,9.666666666,0.126506024104006,2.53433333333333,2.632
"138","20",6,16,"E",985,16,"12. May",2023,"Y",12:37:00,"N2","MVI_6427",NA,"Y","12:25",7,48.33333333,5,"3.MIX",0.168,1.069,-12.374,1.051,0.194,2.716,-19.674,2.868,0.121,"2Non_social","2Lab","6 _ 20","3.MIX _ N2",12H 37M 0S,757,1,4,4,0.366457461645746,0.39359351988218,19.674,12.374,757,0.168,0,0,0,0,0,0,0,0,0,0,0,0.883,0.901,0.203894,0.0710927475592748,1.4,9.666666666,0.126506024104006,2.24866666666667,2.764
"139","24",6,20,"E",989,20,"12. May",2023,"Y",12:37:00,"N2","MVI_6431",NA,"Y","12:25",NA,NA,NA,"1.D1A",0.068,1.65,0.365,1.645,0.367,3.833,0.902,3.833,0.166,"2Non_social","2Lab","6 _ 24","1.D1A _ N2",12H 37M 0S,757,1,4,4,0.429167753717715,0.430472214975215,0.902,0.365,757,0.068,0,0,0,0,0,0,0,0,0,0,0,1.577,1.582,0.603715,0.157504565614401,NA,NA,NA,2.89266666666667,3.338
